candidate,office,party_detailed,party_simplified,state,state_po,votes
DANA BUMGARDNER,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,29143
ASHTON CLEMMONS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31138
CHRIS HUMPHREY,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,19732
ADRIAN LEE TRAVERS,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,2185
CECIL BROCKMAN,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,25120
DEBBI FINTAK,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,16674
CHERI BEASLEY,SUPREME COURT CHIEF JUSTICE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2695550
RICK PADGETT,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,39792
AMANDA BROWN KOTIS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,19098
TERENCE EVERITT,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31630
KEITH TOWNSEND,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,11963
"ERNESTINE ""BYRD"" BAZEMORE",STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,45507
GEORGE T GILSON JR,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,23957
DON BLANKENSHIP,US PRESIDENT,CONSTITUTION,OTHER,NORTH CAROLINA,NC,7549
BEN MOSS,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,22093
JASON C DISBROW,SUPERIOR COURT JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,53645
RONNIE CHATTERJI,TREASURER,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2537019
KEITH TOWNSEND,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,11963
JULIE VON HAEFEN,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31644
CARL FORD,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,73453
CHARLIE MILLER,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,34259
KIMBERLY HARDY,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,18988
AIMY STEELE,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,22898
BEN CLARK,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,50105
JERRY MUNDEN,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,12998
GUY MEILLEUR,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,2057
GAYLE WESLEY HARRIS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,13235
DR KING,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,23440
TAMARA ZWINAK,US HOUSE,GREEN,OTHER,NORTH CAROLINA,NC,5503
DONNY C LAMBETH,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,26693
DANIEL CAUDILL,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,14555
GLADYS A ROBINSON,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,75640
HUNT GWYN,SUPERIOR COURT JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,45481
BEN CLARK,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,50105
WAYNE SASSER,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,41210
GAIL YOUNG,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,26534
ALAN DAVID MICHAEL,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,24678
NICK BLOUNT,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,14330
JON BLAKE,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,9206
DARREN JOINER,STATE HOUSE,INDEPENDENT,OTHER,NORTH CAROLINA,NC,25
ALLEN WELLONS,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,50193
DARYL FARROW,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,132752
JOSH REMILLARD,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,18887
DALE R FOLWELL,TREASURER,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2812797
KYLE HALL,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,33534
MUJTABA A MOHAMMED,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,82871
L TODD BURKE,SUPERIOR COURT JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,23443
DAN BESSE,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,26550
CHRIS BROOK,COURT OF APPEALS JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2597573
JASON R SAINE,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,35988
ALAN D SWAIN,US HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,172544
ALLEN RAY MCNEILL,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,33593
BOB STEINBURG,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,58319
DEANNA BALLARD,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,71897
DANNY EARL BRITT JR,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,45264
"ERNESTINE ""BYRD"" BAZEMORE",STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,45507
JOHN AGER,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31650
KAREN KOZEL,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,42104
DEANDREA SALVADOR,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,68752
CAL CUNNINGHAM,US SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2569965
CHUCK EDWARDS,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,68197
TIFFANY PEGUISE-POWERS,SUPERIOR COURT JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,30875
HOWARD PENNY JR,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,26228
ALLEN RAY MCNEILL,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,33593
DAVID SINK,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,48040
DAVID E PRICE,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,332421
MARCY WOFFORD,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,13100
CHRISTOPHER SCHULTE,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,11099
BRYAN COLLINS,SUPERIOR COURT JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,68348
GLADYS A ROBINSON,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,75640
DARREN JACKSON,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,41783
PETER KNIGHT,SUPERIOR COURT JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,74948
NATALIE MURDOCK,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,102732
JO JORGENSEN,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,48678
CLARK POPE,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,10175
SAM EDNEY,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,20596
JEFF CARPENTER,COURT OF APPEALS JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2747110
ADRIAN LEE TRAVERS,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,2185
CARL FORD,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,73453
DAVID WOODSON,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,15260
BETH SHAW,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,10242
VIRGINIA COX-DAUGHERTY,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,16383
ABE JONES,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,33058
BILLY RICHARDSON,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,25412
BEN CLARK,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,50105
G K BUTTERFIELD,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,188870
BOB PENLAND,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,47647
MARIO J LOMUSCIO,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,45457
DAVID TONDREAU,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,18497
FRANCES VINELL JACKSON,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,19557
JESSICA HOLMES,COMMISSIONER OF LABOR,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2637528
G K BUTTERFIELD,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,188870
DAVID PARKER,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,128189
BETH SHAW,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,10242
LORA CHRISTINE CUBBAGE,COURT OF APPEALS JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2600632
RICK PADGETT,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,39792
"JAMES L ""JAMIE"" BOLES JR",STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,32216
AMANDA BROWN KOTIS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,19098
BILL RABON,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,85484
SHELLY WILLINGHAM,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,21754
ALMA ADAMS,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,341457
SAM WATFORD,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,32611
GERARD FALZON,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,24545
BETH SHAW,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,10242
DANIEL CAUDILL,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,14555
ADRIAN LEE TRAVERS,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,2185
TOM MCINNIS,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,60152
BETH A WOOD,AUDITOR,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2730175
JEFFREY C MCNEELY,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,29630
H DEAN PROCTOR,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,72228
"DAVID ""DAVE"" CRAVEN",STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,63077
TINA R MILES,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,29111
WALLY WHITE,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31481
THOM TILLIS,US SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2665598
"DAVID ""DAVE"" CRAVEN",STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,63077
KYLE HALL,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,33534
CARSON SMITH,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,30161
BOB PENLAND,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,47647
NATASHA MARCUS,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,82741
CASEY VISER,SUPERIOR COURT JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,40306
BARRY TEMPLETON,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,34172
CHRIS BROOK,COURT OF APPEALS JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2597573
STEVEN J DIFIORE,GOVERNOR,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,60449
TOM GLENDINNING,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,41016
BRENT JACKSON,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,56740
TIM HARRIS,STATE SENATE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,3884
GREY MILLS,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,36557
MADISON CAWTHORN,US HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,245351
DOROTHEA DOWNING WHITE,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,14575
ERIC HENRY,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,17786
ASHTON CLEMMONS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31138
DANA BUMGARDNER,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,29143
GARLAND E PIERCE,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,19674
REUBEN F YOUNG,COURT OF APPEALS JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2578035
JIM O'NEILL,ATTORNEY GENERAL,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2699777
MARCIA MOREY,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,41548
PAUL LOWE JR,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,67293
BRIAN TURNER,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,33024
TARSHA ELLIS,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,30679
WILLIAM YOUNG,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,36670
"ERNESTINE ""BYRD"" BAZEMORE",STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,45507
DAVID E PRICE,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,332421
AMY BYNUM,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,21245
ROBERT T REIVES II,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,37825
CLARK POPE,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,10175
WESLEY MEREDITH,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,43966
FRED GORE,COURT OF APPEALS JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2735951
CAROLYN G LOGAN,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31646
"THERESA ""TERRI"" EVERETT",US HOUSE,INDEPENDENT,OTHER,NORTH CAROLINA,NC,294
MADISON CAWTHORN,US HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,245351
JAMES D GAILLIARD,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,22364
JENNIFER CHILDERS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,14063
DONALD J TRUMP,US PRESIDENT,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2758773
ALMA ADAMS,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,341457
BECKY CARNEY,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,34931
BRIAN FARKAS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,19198
CHRISTOPHER SCHULTE,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,11099
DAVID TONDREAU,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,18497
ALLEN WELLONS,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,50193
CLAIBORNE HOLTZMAN,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,14656
AMY S GALEY,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,61287
DAN BLUE,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,78811
ELAINE MARSHALL,SECRETARY OF STATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2755570
CHRIS HUMPHREY,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,19732
L TODD BURKE,SUPERIOR COURT JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,23443
JULIE VON HAEFEN,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31644
DAWN MCDONALD LAYTON,SUPERIOR COURT JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,29361
RAY UBINGER,STATE SENATE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,3175
JEN MANGRUM,SUPERINTENDENT OF PUBLIC INSTRUCTION,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2605169
MARVIN W LUCAS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,19024
DAVID LEE LATTIMORE,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,30354
BOB STEINBURG,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,58319
CHERI BEASLEY,SUPREME COURT CHIEF JUSTICE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2695550
RICHARD HAYGOOD,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,1949
FRANN SARPOLUS,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,11659
PAT NADOLSKI,SUPERIOR COURT JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,36073
KYLE KIRBY,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,9599
DONNA LAKE,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,36737
BOB PENLAND,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,47647
CECELIA SURRATT,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,11705
BUCK BAYLIFF,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,13246
ALMA L HINTON,SUPERIOR COURT JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,19354
BOBBY HANIG,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,31063
SEV PALACIOS,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,23557
BRENT JACKSON,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,56740
KAREN KOZEL,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,42104
G K BUTTERFIELD,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,188870
RACHEL HUNT,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,26818
CARSON SMITH,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,30161
JD WOOTEN,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,55609
GUY MEILLEUR,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,2057
BRENT HEATH,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,15633
DARYL FARROW,US HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,132752
BILLY RICHARDSON,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,25412
FRANN SARPOLUS,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,11659
DAN BISHOP,US HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,224661
KYLE HALL,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,33534
ZACK HAWKINS,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,46341
BILL RABON,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,85484
AMBER M BAKER,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,29524
"ANTHONY WAYNE ""TONY"" STREET",AUDITOR,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2635824
VERNON R MOORE,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,30425
GALE M ADAMS,SUPERIOR COURT JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,21889
BOB PENLAND,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,47647
RICK PADGETT,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,39792
HOWARD J HUNTER III,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,20061
SUSAN C FISHER,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,30584
TAMARA ZWINAK,US HOUSE,GREEN,OTHER,NORTH CAROLINA,NC,5503
BEN CLARK,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,50105
BOB PENLAND,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,47647
EVELYN TERRY,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,28471
CHRIS DILLON,COURT OF APPEALS JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2769020
ROBERT T REIVES II,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,37825
BRIAN CASKEY,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,47580
KYLE KIRBY,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,9599
NICOLE QUICK,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,26016
SCOTT T BREWER,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,14791
DONNA LAKE,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,36737
FRANN SARPOLUS,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,11659
BRANDON GRAY,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,22801
"JAMES L ""JAMIE"" BOLES JR",STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,32216
JASON LOEBACK,STATE SENATE,LIBERTARIAN,LIBERTARIAN,NORTH CAROLINA,NC,4595
KENNETH BAGNAL,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,7535
SARAH STEVENS,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,30028
DUDLEY GREENE,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,31073
JONATHAN PERRY,SUPERIOR COURT JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,79785
DAVID TONDREAU,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,18497
ED HALLYBURTON,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,9836
AMBER M BAKER,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,29524
JOHN A TORBETT,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,24960
GRIER MARTIN,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31784
CASEY VISER,SUPERIOR COURT JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,40306
PETER KNIGHT,SUPERIOR COURT JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,74948
MARY BELK,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,31647
GRAY STYERS,COURT OF APPEALS JUDGE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2561090
BILL RABON,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,85484
JOSEPH R BIDEN,US PRESIDENT,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,2684292
JASON CAIN,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,16841
JOHN R BRADFORD III,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,31793
CLINTON HONEY,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,9060
MARK BRODY,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,20800
DONNA LAKE,STATE SENATE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,36737
LEE HAYWOOD,US HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,153598
RUSSELL ROWE,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,15486
FRED GORE,COURT OF APPEALS JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,2735951
DAVID WILLIS,STATE HOUSE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,36413
ALAN DAVID MICHAEL,STATE SENATE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,24678
DAVID L HALL,SUPERIOR COURT JUDGE,REPUBLICAN,REPUBLICAN,NORTH CAROLINA,NC,19872
LINDA BENNETT,STATE HOUSE,DEMOCRAT,DEMOCRAT,NORTH CAROLINA,NC,21689
CHRISTOPHER COLE,STATE SENATE,CONSTITUTION,OTHER,NORTH CAROLINA,NC,32295
